,date,open_BTC,high_BTC,low_BTC,close_BTC,open_ETH,high_ETH,low_ETH,close_ETH,open_LTC,high_LTC,low_LTC,close_LTC,open_NEO,high_NEO,low_NEO,close_NEO,open_BNB,high_BNB,low_BNB,close_BNB,open_XRP,high_XRP,low_XRP,close_XRP,open_LINK,high_LINK,low_LINK,close_LINK,open_EOS,high_EOS,low_EOS,close_EOS,open_TRX,high_TRX,low_TRX,close_TRX,open_ETC,high_ETC,low_ETC,close_ETC,open_XLM,high_XLM,low_XLM,close_XLM,open_ZEC,high_ZEC,low_ZEC,close_ZEC
612,2020-07-11 00:00:00,9288.34,9299.28,9178.25,9234.03,241.27,241.67,237.54,239.19,44.32,44.77,43.85,44.69,10.508,10.922,10.388,10.741,17.3133,17.6888,17.018,17.6205,0.19906,0.20482,0.19792,0.2011,6.149,6.276,5.962,6.109,2.6219,2.641,2.5877,2.6194,0.01813,0.01888,0.01811,0.01837,6.3851,6.5832,6.3745,6.5017,0.08895,0.10144,0.08846,0.09411,56.1,56.68,54.99,55.84
611,2020-07-12 00:00:00,9234.02,9345.0,9157.5,9302.75,239.19,244.0,236.52,242.79,44.68,45.3,43.7,44.7,10.737,10.95,10.444,10.797,17.6205,18.59,17.5928,18.2994,0.20112,0.20401,0.19758,0.20128,6.109,7.39,6.105,7.328,2.6195,2.6589,2.5602,2.6171,0.01836,0.01854,0.01788,0.01818,6.5063,6.5691,6.35,6.4603,0.09411,0.09785,0.08951,0.09532,55.82,61.1,55.77,58.65
610,2020-07-13 00:00:00,9303.31,9343.82,9200.89,9242.62,242.76,245.33,237.33,239.5,44.72,45.59,42.31,43.92,10.801,11.252,10.3,10.677,18.3036,18.9999,17.7282,18.4046,0.20122,0.2066,0.191,0.19867,7.326,8.58,6.859,7.157,2.6173,2.6464,2.4407,2.553,0.01815,0.01841,0.01695,0.01756,6.4619,6.5633,6.1713,6.3015,0.09532,0.09827,0.08658,0.09009,58.7,63.95,58.52,61.26
609,2020-07-14 00:00:00,9242.61,9279.54,9113.0,9255.85,239.5,242.09,237.0,240.44,43.91,44.09,42.86,43.88,10.665,11.02,10.33,10.83,18.4007,18.77,17.8266,18.079,0.19866,0.19978,0.195,0.19909,7.157,8.359,6.95,8.113,2.5529,2.5761,2.5023,2.5592,0.01755,0.01777,0.01707,0.01765,6.301,6.3313,6.17,6.3273,0.09004,0.09278,0.0854,0.09208,61.26,63.03,58.85,62.02
608,2020-07-15 00:00:00,9255.85,9276.49,9160.57,9197.6,240.45,241.45,236.83,238.61,43.88,44.06,42.81,43.33,10.824,11.382,10.823,10.989,18.079,18.1538,17.4194,17.6351,0.19908,0.1999,0.19635,0.19721,8.113,8.979,7.818,8.64,2.5589,2.5675,2.5056,2.5365,0.01765,0.01777,0.01744,0.01757,6.328,6.3606,6.1808,6.2219,0.09209,0.09651,0.08736,0.09436,62.03,63.16,60.39,61.14
607,2020-07-16 00:00:00,9197.6,9226.15,9047.25,9133.72,238.59,239.39,230.02,233.57,43.34,43.49,40.85,42.09,11.004,11.043,10.318,10.694,17.6351,17.7618,16.5473,17.1647,0.19722,0.19756,0.18822,0.19444,8.64,8.887,7.911,8.341,2.5372,2.5595,2.4301,2.4999,0.01757,0.01763,0.0166,0.01716,6.2224,6.268,5.88,6.0317,0.09432,0.10404,0.08804,0.10207,61.14,61.72,57.11,59.1
606,2020-07-17 00:00:00,9133.72,9186.83,9089.81,9154.32,233.58,234.84,231.65,232.67,42.09,42.49,41.72,41.9,10.7,10.776,10.511,10.591,17.1647,17.4825,16.9354,17.0676,0.19447,0.19824,0.19125,0.1944,8.344,8.63,8.188,8.264,2.5007,2.5244,2.473,2.4949,0.01716,0.01735,0.01702,0.01717,6.0313,6.1129,5.9667,6.029,0.10208,0.10774,0.09855,0.10397,59.09,60.38,57.89,59.5
605,2020-07-18 00:00:00,9154.31,9219.3,9121.1,9170.28,232.66,236.8,232.32,235.67,41.88,42.9,41.73,42.45,10.581,10.694,10.468,10.545,17.0675,17.3247,16.8122,17.1507,0.19441,0.20203,0.19392,0.1999,8.263,8.264,7.643,7.968,2.4953,2.5237,2.48,2.5026,0.01717,0.01745,0.01699,0.01742,6.029,6.1181,5.9403,6.0518,0.10396,0.10452,0.09863,0.10077,59.49,59.91,58.04,59.06
604,2020-07-19 00:00:00,9170.3,9232.27,9101.35,9208.99,235.67,239.92,233.28,239.11,42.45,42.89,41.83,42.64,10.545,10.667,10.406,10.651,17.1542,18.098,16.89,18.0154,0.19989,0.20205,0.19574,0.19956,7.968,8.197,7.777,8.082,2.5023,2.6112,2.467,2.5845,0.01742,0.01759,0.01716,0.01753,6.0506,6.1224,5.9485,6.1004,0.1008,0.10247,0.0964,0.1001,59.06,59.48,56.79,58.38
603,2020-07-20 00:00:00,9208.99,9221.52,9131.0,9160.78,239.12,239.72,234.05,236.01,42.65,42.79,41.37,41.94,10.653,10.71,10.32,10.386,18.0166,18.34,17.235,17.4645,0.19961,0.20019,0.19194,0.19465,8.085,8.143,7.116,7.241,2.5848,2.6117,2.5323,2.5618,0.01753,0.01757,0.0169,0.01716,6.1017,6.1919,5.99,6.0289,0.10013,0.10187,0.09339,0.09428,58.39,58.58,56.86,57.05
602,2020-07-21 00:00:00,9160.78,9437.73,9152.8,9390.0,236.0,246.66,235.57,245.59,41.94,44.11,41.87,43.77,10.378,11.48,10.325,11.184,17.4645,17.9799,17.4,17.7285,0.19465,0.201,0.19386,0.19949,7.238,7.676,6.9,7.306,2.562,2.6325,2.5549,2.6232,0.01716,0.01772,0.01714,0.01762,6.0295,6.1932,6.0144,6.1908,0.0942,0.09838,0.09385,0.09653,57.05,62.6,56.88,62.45
